id,date,text,user,likes,retweets,sentiment,product
1000000000000000062,2025-06-29 17:31:22,The Galaxy S24 camera quality is insane.,user_7894,154,67,-0.899,Galaxy S24
1000000000000000063,2025-06-24 17:31:22,Absolutely loving my new Galaxy S24!,user_4983,276,15,0.841,Galaxy S24
1000000000000000064,2025-06-15 17:31:22,The Galaxy S24 camera quality is insane.,user_2181,223,71,-0.867,Galaxy S24
1000000000000000065,2025-06-01 17:31:22,The Galaxy S24 camera quality is insane.,user_8087,97,84,-0.014,Galaxy S24
1000000000000000066,2025-06-15 17:31:22,Unboxing my Galaxy S24 today!,user_5734,496,47,-0.709,Galaxy S24
1000000000000000067,2025-06-18 17:31:22,The Galaxy S24 is totally worth the price.,user_8156,438,84,0.333,Galaxy S24
1000000000000000068,2025-06-29 17:31:22,Not happy with the Galaxy S24 battery life.,user_9026,55,45,-0.391,Galaxy S24
1000000000000000069,2025-06-16 17:31:22,The Galaxy S24 camera quality is insane.,user_7366,243,100,-0.726,Galaxy S24
1000000000000000070,2025-06-26 17:31:22,Absolutely loving my new Galaxy S24!,user_8643,230,56,-0.086,Galaxy S24
1000000000000000071,2025-06-25 17:31:22,Thinking of switching to the Galaxy S24.,user_4517,302,39,-0.735,Galaxy S24
1000000000000000072,2025-06-19 17:31:22,The Galaxy S24 camera quality is insane.,user_6199,77,71,-0.658,Galaxy S24
1000000000000000073,2025-06-09 17:31:22,I just bought the Galaxy S24 and it's amazing!,user_2980,105,15,0.769,Galaxy S24
1000000000000000074,2025-06-20 17:31:22,Best phone ever: Galaxy S24,user_5756,280,77,0.803,Galaxy S24
1000000000000000075,2025-06-07 17:31:22,The Galaxy S24 is totally worth the price.,user_7386,458,12,-0.068,Galaxy S24
1000000000000000076,2025-06-19 17:31:22,Best phone ever: Galaxy S24,user_9038,170,74,0.341,Galaxy S24
1000000000000000077,2025-06-18 17:31:22,Not happy with the Galaxy S24 battery life.,user_7649,102,15,-0.132,Galaxy S24
1000000000000000078,2025-06-03 17:31:22,The Galaxy S24 is totally worth the price.,user_1134,33,44,0.254,Galaxy S24
1000000000000000079,2025-06-01 17:31:22,Absolutely loving my new Galaxy S24!,user_3288,25,32,0.956,Galaxy S24
1000000000000000080,2025-06-29 17:31:22,Not happy with the Galaxy S24 battery life.,user_7786,145,88,0.922,Galaxy S24
1000000000000000081,2025-06-12 17:31:22,Not happy with the Galaxy S24 battery life.,user_9803,158,84,-0.581,Galaxy S24
1000000000000000082,2025-06-02 17:31:22,The Galaxy S24 camera quality is insane.,user_1497,156,50,0.298,Galaxy S24
1000000000000000083,2025-06-26 17:31:22,The Galaxy S24 is totally worth the price.,user_4694,106,91,0.823,Galaxy S24
1000000000000000084,2025-06-12 17:31:22,Worst experience with Galaxy S24 so far.,user_7746,419,14,0.591,Galaxy S24
1000000000000000085,2025-06-23 17:31:22,Is anyone else having issues with the Galaxy S24?,user_1655,10,53,-0.271,Galaxy S24
1000000000000000086,2025-06-29 17:31:22,Not happy with the Galaxy S24 battery life.,user_4817,265,22,-0.491,Galaxy S24
1000000000000000087,2025-06-04 17:31:22,Unboxing my Galaxy S24 today!,user_6040,180,92,-0.383,Galaxy S24
1000000000000000088,2025-06-12 17:31:22,Not happy with the Galaxy S24 battery life.,user_1262,72,60,0.423,Galaxy S24
1000000000000000089,2025-06-28 17:31:22,Thinking of switching to the Galaxy S24.,user_1192,438,26,-0.765,Galaxy S24
1000000000000000090,2025-06-07 17:31:22,Best phone ever: Galaxy S24,user_2146,343,74,-0.003,Galaxy S24
1000000000000000091,2025-05-31 17:31:22,Thinking of switching to the Galaxy S24.,user_1897,352,55,0.604,Galaxy S24
1000000000000000092,2025-06-12 17:31:22,Is anyone else having issues with the Galaxy S24?,user_8191,135,34,0.281,Galaxy S24
1000000000000000093,2025-06-15 17:31:22,Best phone ever: Galaxy S24,user_7418,472,62,-0.327,Galaxy S24
1000000000000000094,2025-06-16 17:31:22,Absolutely loving my new Galaxy S24!,user_2597,419,14,-0.319,Galaxy S24
1000000000000000095,2025-06-16 17:31:22,I just bought the Galaxy S24 and it's amazing!,user_9397,48,0,-0.489,Galaxy S24
1000000000000000096,2025-06-11 17:31:22,Is anyone else having issues with the Galaxy S24?,user_1573,100,60,0.571,Galaxy S24
1000000000000000097,2025-06-04 17:31:22,Absolutely loving my new Galaxy S24!,user_4683,0,41,-0.105,Galaxy S24
1000000000000000098,2025-06-19 17:31:22,Best phone ever: Galaxy S24,user_4310,34,33,-0.225,Galaxy S24
1000000000000000099,2025-06-30 17:31:22,The Galaxy S24 is totally worth the price.,user_1255,337,40,0.646,Galaxy S24
